player_name,team,position,current_start_prob,proposed_start_prob,direction,confidence,round1_started,round1_minutes,round1_rating,round1_goals,round1_assists,used_substitute,team_underperformance_flag,reason,risk_flag,do_not_auto_apply
Noussair Mazraoui,Marokko,DEF,0.6272,0.6572,watch,low,1,80,6.7,0,0,0,FALSE,"Flashscore-baseret runde 1-signal: runde1_start, 75+ minutter",,TRUE
Samir El Mourabet,Marokko,MID,0.2896,0.2696,watch,low,0,25,6.3,0,0,1,FALSE,"Flashscore-baseret runde 1-signal: indskifter, ingen st?rk indskiftereffekt",,TRUE
Soufiane Rahimi,Marokko,MID,0.28,0.26,watch,low,0,1,,0,0,1,FALSE,"Flashscore-baseret runde 1-signal: indskifter, ingen st?rk indskiftereffekt",,TRUE
Yassine 'Bono' Bounou,Marokko,GK,0.949,0.98,up,medium,1,90,7.0,0,0,0,FALSE,"Flashscore-baseret runde 1-signal: runde1_start, 75+ minutter, god rating",,TRUE
Alexis Vega,Mexico,FWD,0.5496,0.5296,watch,low,0,11,6.4,0,0,1,FALSE,"Flashscore-baseret runde 1-signal: indskifter, ingen st?rk indskiftereffekt",,TRUE
Armando Gonzalez,Mexico,FWD,0.3162,0.2962,watch,low,0,14,6.3,0,0,1,FALSE,"Flashscore-baseret runde 1-signal: indskifter, ingen st?rk indskiftereffekt",,TRUE
Cesar Montes,Mexico,DEF,0.72,0.71,hold,low,1,90,6.0,0,0,0,FALSE,"Flashscore-baseret runde 1-signal: runde1_start, 75+ minutter, svag rating",,TRUE
Edson Alvarez,Mexico,MID,0.4344,0.4144,watch,low,0,14,6.6,0,0,1,FALSE,"Flashscore-baseret runde 1-signal: indskifter, ingen st?rk indskiftereffekt",,TRUE
Erik Lira,Mexico,MID,0.5447,0.5947,up,medium,1,76,7.2,0,1,0,FALSE,"Flashscore-baseret runde 1-signal: runde1_start, 75+ minutter, god rating",,TRUE
Gilberto Mora,Mexico,MID,0.2971,0.2771,watch,low,0,24,6.5,0,0,1,FALSE,"Flashscore-baseret runde 1-signal: indskifter, ingen st?rk indskiftereffekt",,TRUE
Israel Reyes,Mexico,DEF,0.3471,0.3971,up,medium,1,90,7.0,0,0,0,FALSE,"Flashscore-baseret runde 1-signal: runde1_start, 75+ minutter, god rating",,TRUE
Jesus Gallardo,Mexico,DEF,0.6424,0.6724,watch,low,1,90,6.7,0,0,0,FALSE,"Flashscore-baseret runde 1-signal: runde1_start, 75+ minutter",,TRUE
Johan Vasquez,Mexico,DEF,0.8341,0.8641,watch,low,1,90,6.7,0,0,0,FALSE,"Flashscore-baseret runde 1-signal: runde1_start, 75+ minutter",,TRUE
Julian Quinones,Mexico,FWD,0.5348,0.6048,up,medium,1,79,8.6,1,0,0,FALSE,"Flashscore-baseret runde 1-signal: runde1_start, 75+ minutter, st?rk rating",,TRUE
Luis Chavez,Mexico,MID,0.3826,0.3626,watch,low,0,24,6.8,0,0,1,FALSE,"Flashscore-baseret runde 1-signal: indskifter, ingen st?rk indskiftereffekt",,TRUE
Raul Jimenez,Mexico,FWD,0.7885,0.8585,up,medium,1,76,8.0,1,0,0,FALSE,"Flashscore-baseret runde 1-signal: runde1_start, 75+ minutter, st?rk rating",,TRUE
Raul Rangel,Mexico,GK,0.9397,0.98,up,medium,1,90,7.1,0,0,0,FALSE,"Flashscore-baseret runde 1-signal: runde1_start, 75+ minutter, god rating",,TRUE
Roberto Alvarado,Mexico,MID,0.78,0.85,up,medium,1,90,7.8,0,1,0,FALSE,"Flashscore-baseret runde 1-signal: runde1_start, 75+ minutter, st?rk rating",,TRUE
Ben Old,New Zealand,MID,0.3709,0.3509,watch,low,0,22,6.2,0,0,1,FALSE,"Flashscore-baseret runde 1-signal: indskifter, ingen st?rk indskiftereffekt",,TRUE
Callan Elliot,New Zealand,DEF,0.043,0.023,watch,low,0,12,6.5,0,0,1,FALSE,"Flashscore-baseret runde 1-signal: indskifter, ingen st?rk indskiftereffekt",,TRUE
Elijah Just,New Zealand,MID,0.8876,0.9576,up,medium,1,90,8.3,2,0,0,FALSE,"Flashscore-baseret runde 1-signal: runde1_start, 75+ minutter, st?rk rating",,TRUE
Finn Surman,New Zealand,DEF,0.8854,0.9354,up,medium,1,90,7.4,0,0,0,FALSE,"Flashscore-baseret runde 1-signal: runde1_start, 75+ minutter, god rating",,TRUE
Jesse Randall,New Zealand,FWD,0.4601,0.4401,watch,low,0,0,,0,0,1,FALSE,"Flashscore-baseret runde 1-signal: indskifter, ingen st?rk indskiftereffekt",,TRUE
Joe Bell,New Zealand,MID,0.6207,0.6107,hold,low,1,90,6.3,0,0,0,FALSE,"Flashscore-baseret runde 1-signal: runde1_start, 75+ minutter, svag rating",,TRUE
Liberato Cacace,New Zealand,DEF,0.8554,0.8154,down,medium,1,68,5.7,0,0,0,FALSE,"Flashscore-baseret runde 1-signal: runde1_start, svag rating",,TRUE
Marko Stamenic,New Zealand,MID,0.9032,0.8932,hold,low,1,92,6.2,0,0,0,FALSE,"Flashscore-baseret runde 1-signal: runde1_start, 75+ minutter, svag rating",,TRUE
Max Crocombe,New Zealand,GK,0.3832,0.3732,hold,low,1,90,6.3,0,0,0,FALSE,"Flashscore-baseret runde 1-signal: runde1_start, 75+ minutter, svag rating",,TRUE
Michael Boxall,New Zealand,DEF,0.3955,0.4255,watch,low,1,90,6.5,0,0,0,FALSE,"Flashscore-baseret runde 1-signal: runde1_start, 75+ minutter",,TRUE
Ryan Thomas,New Zealand,MID,0.6186,0.5986,watch,low,0,22,5.8,0,0,1,FALSE,"Flashscore-baseret runde 1-signal: indskifter, ingen st?rk indskiftereffekt",,TRUE
Sarpreet Singh,New Zealand,MID,0.8587,0.8487,hold,low,1,92,5.9,0,0,0,FALSE,"Flashscore-baseret runde 1-signal: runde1_start, 75+ minutter, svag rating",,TRUE
Tim Payne,New Zealand,DEF,0.853,0.843,hold,low,1,78,5.9,0,0,0,FALSE,"Flashscore-baseret runde 1-signal: runde1_start, 75+ minutter, svag rating",,TRUE
Tyler Bindon,New Zealand,DEF,0.6587,0.6387,watch,low,0,0,,0,0,1,FALSE,"Flashscore-baseret runde 1-signal: indskifter, ingen st?rk indskiftereffekt",,TRUE
Alexander Sørloth,Norge,FWD,0.8805,0.8405,down,medium,1,73,6.3,0,0,0,FALSE,"Flashscore-baseret runde 1-signal: runde1_start, svag rating",,TRUE
Andreas Schjelderup,Norge,MID,0.3333,0.3133,watch,low,0,17,6.5,0,0,1,FALSE,"Flashscore-baseret runde 1-signal: indskifter, ingen st?rk indskiftereffekt",,TRUE
David Møller Wolfe,Norge,DEF,0.6856,0.7056,watch,low,1,73,7.2,0,1,0,FALSE,"Flashscore-baseret runde 1-signal: runde1_start, god rating",,TRUE
Julian Ryerson,Norge,DEF,0.88,0.91,watch,low,1,90,6.9,0,0,0,FALSE,"Flashscore-baseret runde 1-signal: runde1_start, 75+ minutter",,TRUE
Kristian Thorstvedt,Norge,MID,0.3007,0.2807,watch,low,0,17,6.7,0,0,1,FALSE,"Flashscore-baseret runde 1-signal: indskifter, ingen st?rk indskiftereffekt",,TRUE
Kristoffer Ajer,Norge,DEF,0.9075,0.9575,up,medium,1,90,7.1,0,0,0,FALSE,"Flashscore-baseret runde 1-signal: runde1_start, 75+ minutter, god rating",,TRUE
Martin Ødegaard,Norge,MID,0.8841,0.9341,up,medium,1,81,7.3,0,1,0,FALSE,"Flashscore-baseret runde 1-signal: runde1_start, 75+ minutter, god rating",,TRUE
Oscar Bobb,Norge,MID,0.58,0.56,watch,low,0,17,6.5,0,0,1,FALSE,"Flashscore-baseret runde 1-signal: indskifter, ingen st?rk indskiftereffekt",,TRUE
Patrick Berg,Norge,MID,0.3558,0.3358,watch,low,0,9,,0,0,1,FALSE,"Flashscore-baseret runde 1-signal: indskifter, ingen st?rk indskiftereffekt",,TRUE
Sander Berge,Norge,MID,0.934,0.98,up,medium,1,90,7.1,0,0,0,FALSE,"Flashscore-baseret runde 1-signal: runde1_start, 75+ minutter, god rating",,TRUE
Torbjørn Heggem,Norge,DEF,0.6376,0.6676,watch,low,1,90,6.5,0,0,0,FALSE,"Flashscore-baseret runde 1-signal: runde1_start, 75+ minutter",,TRUE
"Alejandro ""Kaku"" Romero Gamarra",Paraguay,MID,0.2617,0.2417,watch,low,0,10,,0,0,1,FALSE,"Flashscore-baseret runde 1-signal: indskifter, ingen st?rk indskiftereffekt",,TRUE
Alex Arce,Paraguay,FWD,0.0719,0.0519,watch,low,0,28,5.9,0,0,1,FALSE,"Flashscore-baseret runde 1-signal: indskifter, ingen st?rk indskiftereffekt",,TRUE
Andres Cubas,Paraguay,MID,0.6302,0.6602,watch,low,1,90,6.7,0,0,0,FALSE,"Flashscore-baseret runde 1-signal: runde1_start, 75+ minutter",,TRUE
Antonio Sanabria,Paraguay,FWD,0.5484,0.5084,down,medium,1,62,6.1,0,0,0,FALSE,"Flashscore-baseret runde 1-signal: runde1_start, svag rating",,TRUE
Damian Bobadilla,Paraguay,MID,0.6047,0.5347,down,medium,1,46,5.2,0,0,0,FALSE,"Flashscore-baseret runde 1-signal: runde1_start, tidlig udskiftning, svag rating",,TRUE
Diego Gomez,Paraguay,MID,0.9002,0.8902,hold,low,1,80,5.6,0,0,0,FALSE,"Flashscore-baseret runde 1-signal: runde1_start, 75+ minutter, svag rating",,TRUE
Gustavo Velazquez,Paraguay,DEF,0.0932,0.0732,watch,low,0,11,6.3,0,0,1,FALSE,"Flashscore-baseret runde 1-signal: indskifter, ingen st?rk indskiftereffekt",,TRUE
Juan Jose Caceres,Paraguay,DEF,0.6453,0.6353,hold,low,1,79,6.2,0,0,0,FALSE,"Flashscore-baseret runde 1-signal: runde1_start, 75+ minutter, svag rating",,TRUE
Julio Enciso,Paraguay,FWD,0.8565,0.8865,watch,low,1,90,6.6,0,1,0,FALSE,"Flashscore-baseret runde 1-signal: runde1_start, 75+ minutter",,TRUE
Junior Alonso,Paraguay,DEF,0.8733,0.8633,hold,low,1,90,5.2,0,0,0,FALSE,"Flashscore-baseret runde 1-signal: runde1_start, 75+ minutter, svag rating",,TRUE
Mauricio Magalhaes Prado,Paraguay,MID,0.3187,0.3487,watch,low,0,44,7.0,1,0,1,FALSE,"St?rk indskifter-performance i runde 1; watch-signal, men ikke automatisk starterl?ft.",impact_sub_not_auto_start,TRUE
Miguel Almiron,Paraguay,MID,0.9133,0.9033,hold,low,1,79,6.1,0,0,0,FALSE,"Flashscore-baseret runde 1-signal: runde1_start, 75+ minutter, svag rating",,TRUE
Omar Alderete,Paraguay,DEF,0.8699,0.8599,hold,low,1,90,6.3,0,0,0,FALSE,"Flashscore-baseret runde 1-signal: runde1_start, 75+ minutter, svag rating",,TRUE
Orlando Gill,Paraguay,GK,0.3331,0.3231,hold,low,1,90,5.6,0,0,0,FALSE,"Flashscore-baseret runde 1-signal: runde1_start, 75+ minutter, svag rating",,TRUE
Ramon Sosa,Paraguay,MID,0.1096,0.0896,watch,low,0,11,6.3,0,0,1,FALSE,"Flashscore-baseret runde 1-signal: indskifter, ingen st?rk indskiftereffekt",,TRUE
Nuno Mendes,Portugal,DEF,0.88,0.9,hold,medium,,,,,,,FALSE,Tidlig udskiftning var planlagt; skal ikke tolkes som rotationsfald.,planned_substitution,TRUE
Rafael Leão,Portugal,FWD,0.6177,0.7,up,high,,,,,,,FALSE,Bold+ noterer at Le?o undg?r karant?ne og dermed st?r st?rkere til runde 2-start.,,TRUE
Ahmed Alaaeldin Abdelmotaal,Qatar,FWD,0.4247,0.4047,watch,low,0,30,6.3,0,0,1,FALSE,"Flashscore-baseret runde 1-signal: indskifter, ingen st?rk indskiftereffekt",,TRUE
Ahmed Fathi,Qatar,MID,0.4166,0.3966,watch,low,0,30,6.5,0,0,1,FALSE,"Flashscore-baseret runde 1-signal: indskifter, ingen st?rk indskiftereffekt",,TRUE
Akram Afif,Qatar,FWD,0.91,0.94,watch,low,1,90,6.4,0,0,0,FALSE,"Flashscore-baseret runde 1-signal: runde1_start, 75+ minutter",,TRUE
Ayoub Al-Oui,Qatar,DEF,0.9308,0.8608,down,medium,1,60,5.7,0,0,0,FALSE,"Flashscore-baseret runde 1-signal: runde1_start, tidlig udskiftning, svag rating",,TRUE
Boualem Khoukhi,Qatar,DEF,0.8243,0.8143,hold,low,1,90,6.0,0,0,0,FALSE,"Flashscore-baseret runde 1-signal: runde1_start, 75+ minutter, svag rating",,TRUE
Edmilson Junior,Qatar,FWD,0.6178,0.6078,hold,low,1,88,5.4,0,0,0,FALSE,"Flashscore-baseret runde 1-signal: runde1_start, 75+ minutter, svag rating",,TRUE
Hassan Al-Haydos,Qatar,MID,0.25,0.23,watch,low,0,2,,0,0,1,FALSE,"Flashscore-baseret runde 1-signal: indskifter, ingen st?rk indskiftereffekt",,TRUE
Homam Al-Amin Ahmed,Qatar,DEF,0.25,0.28,watch,low,1,90,6.4,0,0,0,FALSE,"Flashscore-baseret runde 1-signal: runde1_start, 75+ minutter",,TRUE
Jassem Gaber,Qatar,MID,0.5685,0.5385,watch,low,1,60,6.5,0,0,0,FALSE,"Flashscore-baseret runde 1-signal: runde1_start, tidlig udskiftning",,TRUE
Karim Boudiaf,Qatar,MID,0.3756,0.3556,watch,low,0,30,6.5,0,0,1,FALSE,"Flashscore-baseret runde 1-signal: indskifter, ingen st?rk indskiftereffekt",,TRUE
Mahmoud Abunada,Qatar,GK,0.3826,0.4326,up,medium,1,90,7.0,0,0,0,FALSE,"Flashscore-baseret runde 1-signal: runde1_start, 75+ minutter, god rating",,TRUE
Mohamed Al-Mannai,Qatar,MID,0.3513,0.3313,watch,low,0,11,6.4,0,0,1,FALSE,"Flashscore-baseret runde 1-signal: indskifter, ingen st?rk indskiftereffekt",,TRUE
Pedro 'Ro-Ro' Miguel Correia,Qatar,DEF,0.8455,0.8755,watch,low,1,90,6.7,0,0,0,FALSE,"Flashscore-baseret runde 1-signal: runde1_start, 75+ minutter",,TRUE
Yusuf Abdurisag,Qatar,FWD,0.5094,0.4794,watch,low,1,60,6.5,0,0,0,FALSE,"Flashscore-baseret runde 1-signal: runde1_start, tidlig udskiftning",,TRUE
Abdulelah Al-Amri,Saudi-Arabien,DEF,0.5781,0.6281,up,medium,1,90,7.4,1,0,0,FALSE,"Flashscore-baseret runde 1-signal: runde1_start, 75+ minutter, god rating",,TRUE
Abdullah Al-Hamdan,Saudi-Arabien,FWD,0.4927,0.4727,watch,low,0,0,,0,0,1,FALSE,"Flashscore-baseret runde 1-signal: indskifter, ingen st?rk indskiftereffekt",,TRUE
Abdullah Al-Khaibari,Saudi-Arabien,MID,0.3544,0.3444,hold,low,1,90,6.0,0,0,0,FALSE,"Flashscore-baseret runde 1-signal: runde1_start, 75+ minutter, svag rating",,TRUE
Alaa Hejji,Saudi-Arabien,MID,0.0465,0.0265,watch,low,0,0,,0,0,1,FALSE,"Flashscore-baseret runde 1-signal: indskifter, ingen st?rk indskiftereffekt",,TRUE
Ali Lajami,Saudi-Arabien,DEF,0.5582,0.5382,watch,low,0,0,,0,0,1,FALSE,"Flashscore-baseret runde 1-signal: indskifter, ingen st?rk indskiftereffekt",,TRUE
Hassan Al Tambakti,Saudi-Arabien,DEF,0.25,0.24,hold,low,1,90,5.5,0,0,0,FALSE,"Flashscore-baseret runde 1-signal: runde1_start, 75+ minutter, svag rating",,TRUE
Mohamed Kanno,Saudi-Arabien,MID,0.848,0.898,up,medium,1,90,7.0,0,0,0,FALSE,"Flashscore-baseret runde 1-signal: runde1_start, 75+ minutter, god rating",,TRUE
Mohammed Al-Owais,Saudi-Arabien,GK,0.7314,0.7814,up,medium,1,90,7.1,0,0,0,FALSE,"Flashscore-baseret runde 1-signal: runde1_start, 75+ minutter, god rating",,TRUE
Moteb Al-Harbi,Saudi-Arabien,DEF,0.3447,0.3347,hold,low,1,93,6.0,0,0,0,FALSE,"Flashscore-baseret runde 1-signal: runde1_start, 75+ minutter, svag rating",,TRUE
Musab Al-Juwayr,Saudi-Arabien,MID,0.4036,0.3636,down,medium,1,63,6.2,0,0,0,FALSE,"Flashscore-baseret runde 1-signal: runde1_start, svag rating",,TRUE
Nasser Al-Dawsari,Saudi-Arabien,MID,0.5757,0.5557,watch,low,0,27,6.6,0,0,1,FALSE,"Flashscore-baseret runde 1-signal: indskifter, ingen st?rk indskiftereffekt",,TRUE
Salem Al-Dawsari,Saudi-Arabien,MID,0.677,0.667,hold,low,1,90,5.4,0,0,0,FALSE,"Flashscore-baseret runde 1-signal: runde1_start, 75+ minutter, svag rating",,TRUE
Saud Abdulhamid,Saudi-Arabien,DEF,0.7903,0.8203,watch,low,1,93,6.4,0,0,0,FALSE,"Flashscore-baseret runde 1-signal: runde1_start, 75+ minutter",,TRUE
Ardon Jashari,Schweiz,MID,0.2409,0.2209,watch,low,0,1,,0,0,1,FALSE,"Flashscore-baseret runde 1-signal: indskifter, ingen st?rk indskiftereffekt",,TRUE
Breel Embolo,Schweiz,FWD,0.9109,0.98,up,medium,1,90,8.5,1,0,0,FALSE,"Flashscore-baseret runde 1-signal: runde1_start, 75+ minutter, st?rk rating",,TRUE
Dan Ndoye,Schweiz,FWD,0.906,0.926,watch,low,1,65,7.2,0,0,0,FALSE,"Flashscore-baseret runde 1-signal: runde1_start, god rating",,TRUE
Denis Zakaria,Schweiz,MID,0.5608,0.6108,up,medium,1,90,7.2,0,0,0,FALSE,"Flashscore-baseret runde 1-signal: runde1_start, 75+ minutter, god rating",,TRUE
Fabian Rieder,Schweiz,MID,0.3527,0.3327,watch,low,0,25,6.6,0,0,1,FALSE,"Flashscore-baseret runde 1-signal: indskifter, ingen st?rk indskiftereffekt",,TRUE
Granit Xhaka,Schweiz,MID,0.9302,0.98,up,medium,1,90,7.9,0,0,0,FALSE,"Flashscore-baseret runde 1-signal: runde1_start, 75+ minutter, st?rk rating",,TRUE
Gregor Kobel,Schweiz,GK,0.92,0.97,up,medium,1,90,7.1,0,0,0,FALSE,"Flashscore-baseret runde 1-signal: runde1_start, 75+ minutter, god rating",,TRUE
Johan Manzambi,Schweiz,MID,0.5589,0.5389,watch,low,0,25,6.6,0,0,1,FALSE,"Flashscore-baseret runde 1-signal: indskifter, ingen st?rk indskiftereffekt",,TRUE
Manuel Akanji,Schweiz,DEF,0.9398,0.98,up,medium,1,90,7.2,0,0,0,FALSE,"Flashscore-baseret runde 1-signal: runde1_start, 75+ minutter, god rating",,TRUE
Michel Aebischer,Schweiz,MID,0.8008,0.8208,watch,low,1,65,7.3,0,0,0,FALSE,"Flashscore-baseret runde 1-signal: runde1_start, god rating",,TRUE
Miro Muheim,Schweiz,DEF,0.0488,0.0288,watch,low,0,1,,0,0,1,FALSE,"Flashscore-baseret runde 1-signal: indskifter, ingen st?rk indskiftereffekt",,TRUE
Mohamed Zeki Amdouni,Schweiz,FWD,0.3483,0.3283,watch,low,0,11,6.9,0,0,1,FALSE,"Flashscore-baseret runde 1-signal: indskifter, ingen st?rk indskiftereffekt",,TRUE
Nico Elvedi,Schweiz,DEF,0.8785,0.9485,up,medium,1,90,8.3,0,0,0,FALSE,"Flashscore-baseret runde 1-signal: runde1_start, 75+ minutter, st?rk rating",,TRUE
Remo Freuler,Schweiz,MID,0.9381,0.9681,watch,low,1,89,6.8,0,0,0,FALSE,"Flashscore-baseret runde 1-signal: runde1_start, 75+ minutter",,TRUE
Ricardo Rodriguez,Schweiz,DEF,0.4831,0.5531,up,medium,1,89,8.3,0,0,0,FALSE,"Flashscore-baseret runde 1-signal: runde1_start, 75+ minutter, st?rk rating",,TRUE
Ruben Vargas,Schweiz,FWD,0.9149,0.9649,up,medium,1,79,7.2,0,0,0,FALSE,"Flashscore-baseret runde 1-signal: runde1_start, 75+ minutter, god rating",,TRUE
Bamba Dieng,Senegal,FWD,0.043,0.023,watch,low,0,7,,0,0,1,FALSE,"Flashscore-baseret runde 1-signal: indskifter, ingen st?rk indskiftereffekt",,TRUE
Edouard Mendy,Senegal,GK,0.6706,0.7006,watch,low,1,90,6.4,0,0,0,FALSE,"Flashscore-baseret runde 1-signal: runde1_start, 75+ minutter",,TRUE
El Hadji Malick Diouf,Senegal,DEF,0.3793,0.4093,watch,low,1,90,6.5,0,0,0,FALSE,"Flashscore-baseret runde 1-signal: runde1_start, 75+ minutter",,TRUE
Habib Diarra,Senegal,MID,0.5911,0.5711,watch,low,0,14,6.2,0,0,1,FALSE,"Flashscore-baseret runde 1-signal: indskifter, ingen st?rk indskiftereffekt",,TRUE
Ibrahim Mbaye,Senegal,MID,0.2706,0.3006,watch,low,0,15,7.3,1,0,1,FALSE,"St?rk indskifter-performance i runde 1; watch-signal, men ikke automatisk starterl?ft.",impact_sub_not_auto_start,TRUE
Idrissa Gana Gueye,Senegal,MID,0.6524,0.6424,hold,low,1,88,6.2,0,0,0,FALSE,"Flashscore-baseret runde 1-signal: runde1_start, 75+ minutter, svag rating",,TRUE
Iliman Ndiaye,Senegal,MID,0.8253,0.39,watch,medium,0,7,,0,1,1,FALSE,"Assist som indskifter er positiv, men rolle og matchup er stadig usikre.",impact_sub_not_auto_start,TRUE
Ismaila Sarr,Senegal,MID,0.6015,0.5915,hold,low,1,75,6.1,0,0,0,FALSE,"Flashscore-baseret runde 1-signal: runde1_start, 75+ minutter, svag rating",,TRUE
Kalidou Koulibaly,Senegal,DEF,0.8777,0.8677,hold,low,1,90,6.3,0,0,0,FALSE,"Flashscore-baseret runde 1-signal: runde1_start, 75+ minutter, svag rating",,TRUE
Krepin Diatta,Senegal,FWD,0.8592,0.9092,up,medium,1,90,7.2,0,0,0,FALSE,"Flashscore-baseret runde 1-signal: runde1_start, 75+ minutter, god rating",,TRUE
Lamine Camara,Senegal,MID,0.5487,0.5387,hold,low,1,76,5.3,0,0,0,FALSE,"Flashscore-baseret runde 1-signal: runde1_start, 75+ minutter, svag rating",,TRUE
Moussa Niakhate,Senegal,DEF,0.4165,0.4065,hold,low,1,90,5.8,0,0,0,FALSE,"Flashscore-baseret runde 1-signal: runde1_start, 75+ minutter, svag rating",,TRUE
Nicolas Jackson,Senegal,FWD,0.6014,0.5914,hold,low,1,83,5.2,0,0,0,FALSE,"Flashscore-baseret runde 1-signal: runde1_start, 75+ minutter, svag rating",,TRUE
Pape Alassane Gueye,Senegal,MID,0.0,0.02,hold,low,1,83,6.3,0,0,0,FALSE,"Flashscore-baseret runde 1-signal: runde1_start, 75+ minutter, svag rating",,TRUE
Pathe Ciss,Senegal,MID,0.2564,0.2364,watch,low,0,2,,0,0,1,FALSE,"Flashscore-baseret runde 1-signal: indskifter, ingen st?rk indskiftereffekt",,TRUE
Sadio Mane,Senegal,FWD,0.8922,0.8822,hold,low,1,90,5.5,0,0,0,FALSE,"Flashscore-baseret runde 1-signal: runde1_start, 75+ minutter, svag rating",,TRUE
Aaron Hickey,Skotland,DEF,0.8813,0.9313,up,medium,1,75,7.4,0,0,0,FALSE,"Flashscore-baseret runde 1-signal: runde1_start, 75+ minutter, god rating",,TRUE
Andy Robertson,Skotland,DEF,0.8728,0.9228,up,medium,1,90,7.4,0,0,0,FALSE,"Flashscore-baseret runde 1-signal: runde1_start, 75+ minutter, god rating",,TRUE
Angus Gunn,Skotland,GK,0.2623,0.2923,watch,low,1,90,6.8,0,0,0,FALSE,"Flashscore-baseret runde 1-signal: runde1_start, 75+ minutter",,TRUE
Che Adams,Skotland,FWD,0.6374,0.6274,hold,low,1,75,6.3,0,0,0,FALSE,"Flashscore-baseret runde 1-signal: runde1_start, 75+ minutter, svag rating",,TRUE
Findlay Curtis,Skotland,FWD,0.0474,0.0274,watch,low,0,7,,0,0,1,FALSE,"Flashscore-baseret runde 1-signal: indskifter, ingen st?rk indskiftereffekt",,TRUE
Grant Hanley,Skotland,DEF,0.4174,0.4674,up,medium,1,90,7.0,0,0,0,FALSE,"Flashscore-baseret runde 1-signal: runde1_start, 75+ minutter, god rating",,TRUE
Jack Hendry,Skotland,DEF,0.3691,0.3991,watch,low,1,90,6.4,0,0,0,FALSE,"Flashscore-baseret runde 1-signal: runde1_start, 75+ minutter",,TRUE
John McGinn,Skotland,MID,0.88,0.93,up,medium,1,83,7.3,1,0,0,FALSE,"Flashscore-baseret runde 1-signal: runde1_start, 75+ minutter, god rating",,TRUE
Kenny McLean,Skotland,MID,0.3397,0.3197,watch,low,0,7,,0,0,1,FALSE,"Flashscore-baseret runde 1-signal: indskifter, ingen st?rk indskiftereffekt",,TRUE
Lawrence Shankland,Skotland,FWD,0.4793,0.5093,watch,low,1,83,6.5,0,0,0,FALSE,"Flashscore-baseret runde 1-signal: runde1_start, 75+ minutter",,TRUE
Lewis Ferguson,Skotland,MID,0.577,0.627,up,medium,1,90,7.3,0,0,0,FALSE,"Flashscore-baseret runde 1-signal: runde1_start, 75+ minutter, god rating",,TRUE
Lyndon Dykes,Skotland,FWD,0.1452,0.1252,watch,low,0,15,6.3,0,0,1,FALSE,"Flashscore-baseret runde 1-signal: indskifter, ingen st?rk indskiftereffekt",,TRUE
Nathan Patterson,Skotland,DEF,0.095,0.075,watch,low,0,15,6.4,0,0,1,FALSE,"Flashscore-baseret runde 1-signal: indskifter, ingen st?rk indskiftereffekt",,TRUE
Ryan Christie,Skotland,MID,0.8635,0.8435,watch,low,0,15,6.5,0,0,1,FALSE,"Flashscore-baseret runde 1-signal: indskifter, ingen st?rk indskiftereffekt",,TRUE
Scott McTominay,Skotland,MID,0.934,0.924,hold,low,1,90,5.8,0,0,0,FALSE,"Flashscore-baseret runde 1-signal: runde1_start, 75+ minutter, svag rating",,TRUE
Aymeric Laporte,Spanien,DEF,0.6506,0.7206,up,medium,1,90,8.3,0,0,0,TRUE,"Flashscore-baseret runde 1-signal: runde1_start, 75+ minutter, st?rk rating",,TRUE
Dani Olmo,Spanien,MID,0.5831,0.5631,watch,low,0,9,,0,0,1,TRUE,"Flashscore-baseret runde 1-signal: indskifter, ingen st?rk indskiftereffekt",,TRUE
Ferran Torres,Spanien,FWD,0.5696,0.62,watch,medium,1,81,6.3,0,0,0,TRUE,"81 startminutter og 6.3 rating i et skuffende hold. Individuel case til watch, men ikke auto-ned alene pga. resultatet.",team_underperformed,TRUE
Lamine Yamal,Spanien,FWD,0.9012,0.8812,watch,low,0,19,6.8,0,0,1,TRUE,"Flashscore-baseret runde 1-signal: indskifter, ingen st?rk indskiftereffekt",,TRUE
Marc Cucurella,Spanien,DEF,0.5911,0.6611,up,medium,1,90,7.6,0,0,0,TRUE,"Flashscore-baseret runde 1-signal: runde1_start, 75+ minutter, st?rk rating",,TRUE
Marcos Llorente,Spanien,MID,0.289,0.359,up,medium,1,90,7.6,0,0,0,TRUE,"Flashscore-baseret runde 1-signal: runde1_start, 75+ minutter, st?rk rating",,TRUE
Mikel Merino,Spanien,MID,0.5545,0.5345,watch,low,0,19,6.9,0,0,1,TRUE,"Flashscore-baseret runde 1-signal: indskifter, ingen st?rk indskiftereffekt",,TRUE
Mikel Oyarzabal,Spanien,FWD,0.88,0.91,watch,low,1,90,6.9,0,0,0,TRUE,"Flashscore-baseret runde 1-signal: runde1_start, 75+ minutter",,TRUE
Nico Williams,Spanien,FWD,0.56,0.54,watch,low,0,3,,0,0,1,TRUE,"Flashscore-baseret runde 1-signal: indskifter, ingen st?rk indskiftereffekt",,TRUE
Pau Cubarsi,Spanien,DEF,0.3084,0.3784,up,medium,1,90,8.1,0,0,0,TRUE,"Flashscore-baseret runde 1-signal: runde1_start, 75+ minutter, st?rk rating",,TRUE
Pedri,Spanien,MID,0.6444,0.7144,up,medium,1,90,8.6,0,0,0,TRUE,"Flashscore-baseret runde 1-signal: runde1_start, 75+ minutter, st?rk rating",,TRUE
Rodri Hernandez,Spanien,MID,0.3836,0.4536,up,medium,1,87,8.2,0,0,0,TRUE,"Flashscore-baseret runde 1-signal: runde1_start, 75+ minutter, st?rk rating",,TRUE
